message_id,message,label,reason,topic,writing_style,difficulty,scenario_group,source,split,reviewer_1,reviewer_2,review_status
TR-C-04-3,I am contacting the service because a man outside is holding a knife and threatening people at the bus stop.,Critical,Active weapon threat creates immediate danger to people.,violence,detailed_context,clear,train-critical-04,synthetic_team_dataset_v1,train,,,Pending
TR-C-04-4,pls check this msg: a man outsides holding a knife and threatening people at the bus stop,Critical,Active weapon threat creates immediate danger to people.,violence,informal_or_typo,clear,train-critical-04,synthetic_team_dataset_v1,train,,,Pending
TR-C-05-1,My baby is choking and cannot make any sound.,Critical,A choking infant unable to vocalise may be unable to breathe.,medical,plain,clear,train-critical-05,synthetic_team_dataset_v1,train,,,Pending
TR-C-05-2,Please have a person check this message: my baby is choking and cannot make any sound.,Critical,A choking infant unable to vocalise may be unable to breathe.,medical,formal_context,clear,train-critical-05,synthetic_team_dataset_v1,train,,,Pending
TR-C-05-3,I am contacting the service because my baby is choking and cannot make any sound.,Critical,A choking infant unable to vocalise may be unable to breathe.,medical,detailed_context,clear,train-critical-05,synthetic_team_dataset_v1,train,,,Pending
TR-C-05-4,pls check this msg: my babys choking and cant make any sound,Critical,A choking infant unable to vocalise may be unable to breathe.,medical,informal_or_typo,clear,train-critical-05,synthetic_team_dataset_v1,train,,,Pending
TR-C-06-1,The power line has fallen across our front steps and it is sparking.,Critical,A sparking fallen power line presents immediate electrocution risk.,electrical,plain,clear,train-critical-06,synthetic_team_dataset_v1,train,,,Pending
TR-C-06-2,Please have a person check this message: the power line has fallen across our front steps and it is sparking.,Critical,A sparking fallen power line presents immediate electrocution risk.,electrical,formal_context,clear,train-critical-06,synthetic_team_dataset_v1,train,,,Pending
TR-C-06-3,I am contacting the service because the power line has fallen across our front steps and it is sparking.,Critical,A sparking fallen power line presents immediate electrocution risk.,electrical,detailed_context,clear,train-critical-06,synthetic_team_dataset_v1,train,,,Pending
TR-C-06-4,pls check this msg: the power line has fallen across our front steps and its sparking,Critical,A sparking fallen power line presents immediate electrocution risk.,electrical,informal_or_typo,clear,train-critical-06,synthetic_team_dataset_v1,train,,,Pending
TR-C-07-1,My partner says she will harm herself tonight and has locked herself in the bathroom.,Critical,Stated imminent self-harm intent requires immediate human intervention.,mental_health,plain,clear,train-critical-07,synthetic_team_dataset_v1,train,,,Pending
TR-C-07-2,Please have a person check this message: my partner says she will harm herself tonight and has locked herself in the bathroom.,Critical,Stated imminent self-harm intent requires immediate human intervention.,mental_health,formal_context,clear,train-critical-07,synthetic_team_dataset_v1,train,,,Pending
TR-C-07-3,I am contacting the service because my partner says she will harm herself tonight and has locked herself in the bathroom.,Critical,Stated imminent self-harm intent requires immediate human intervention.,mental_health,detailed_context,clear,train-critical-07,synthetic_team_dataset_v1,train,,,Pending
TR-C-07-4,pls check this msg: my partner says she will harm herself tonight and has locked herself in the bathroom,Critical,Stated imminent self-harm intent requires immediate human intervention.,mental_health,informal_or_typo,clear,train-critical-07,synthetic_team_dataset_v1,train,,,Pending
TR-C-08-1,A child is alone in a locked car in the afternoon heat.,Critical,A child in a hot locked vehicle faces immediate danger.,child_safety,plain,clear,train-critical-08,synthetic_team_dataset_v1,train,,,Pending
TR-C-08-2,Please have a person check this message: a child is alone in a locked car in the afternoon heat.,Critical,A child in a hot locked vehicle faces immediate danger.,child_safety,formal_context,clear,train-critical-08,synthetic_team_dataset_v1,train,,,Pending
TR-C-08-3,I am contacting the service because a child is alone in a locked car in the afternoon heat.,Critical,A child in a hot locked vehicle faces immediate danger.,child_safety,detailed_context,clear,train-critical-08,synthetic_team_dataset_v1,train,,,Pending
TR-C-08-4,pls check this msg: a childs alone in a locked car in the afternoon heat,Critical,A child in a hot locked vehicle faces immediate danger.,child_safety,informal_or_typo,clear,train-critical-08,synthetic_team_dataset_v1,train,,,Pending
TR-C-09-1,Someone is forcing the back door open right now and we are hiding inside.,Critical,A break-in in progress places occupants in immediate danger.,violence,plain,clear,train-critical-09,synthetic_team_dataset_v1,train,,,Pending
TR-C-09-2,Please have a person check this message: someone is forcing the back door open right now and we are hiding inside.,Critical,A break-in in progress places occupants in immediate danger.,violence,formal_context,clear,train-critical-09,synthetic_team_dataset_v1,train,,,Pending
TR-C-09-3,I am contacting the service because someone is forcing the back door open right now and we are hiding inside.,Critical,A break-in in progress places occupants in immediate danger.,violence,detailed_context,clear,train-critical-09,synthetic_team_dataset_v1,train,,,Pending
TR-C-09-4,pls check this msg: sumones forcing the back door open right now and we are hiding inside,Critical,A break-in in progress places occupants in immediate danger.,violence,informal_or_typo,clear,train-critical-09,synthetic_team_dataset_v1,train,,,Pending
TR-C-10-1,My brother was bitten by a snake and is becoming sleepy.,Critical,Snakebite with worsening symptoms can be life-threatening.,medical,plain,clear,train-critical-10,synthetic_team_dataset_v1,train,,,Pending
TR-C-10-2,Please have a person check this message: my brother was bitten by a snake and is becoming sleepy.,Critical,Snakebite with worsening symptoms can be life-threatening.,medical,formal_context,clear,train-critical-10,synthetic_team_dataset_v1,train,,,Pending
TR-C-10-3,I am contacting the service because my brother was bitten by a snake and is becoming sleepy.,Critical,Snakebite with worsening symptoms can be life-threatening.,medical,detailed_context,clear,train-critical-10,synthetic_team_dataset_v1,train,,,Pending
TR-C-10-4,pls check this msg: my brother was bitten by a snake ands becoming sleepy,Critical,Snakebite with worsening symptoms can be life-threatening.,medical,informal_or_typo,clear,train-critical-10,synthetic_team_dataset_v1,train,,,Pending
TR-C-11-1,The ceiling is falling while my family is still in the room.,Critical,Active structural collapse threatens occupants immediately.,housing,plain,clear,train-critical-11,synthetic_team_dataset_v1,train,,,Pending
TR-C-11-2,Please have a person check this message: the ceiling is falling while my family is still in the room.,Critical,Active structural collapse threatens occupants immediately.,housing,formal_context,clear,train-critical-11,synthetic_team_dataset_v1,train,,,Pending
TR-C-11-3,I am contacting the service because the ceiling is falling while my family is still in the room.,Critical,Active structural collapse threatens occupants immediately.,housing,detailed_context,clear,train-critical-11,synthetic_team_dataset_v1,train,,,Pending
TR-C-11-4,pls check this msg: the ceilings falling while my familys still in the room,Critical,Active structural collapse threatens occupants immediately.,housing,informal_or_typo,clear,train-critical-11,synthetic_team_dataset_v1,train,,,Pending
TR-C-12-1,I swallowed too many tablets and now I feel faint.,Critical,Reported overdose with symptoms is an immediate medical emergency.,medical,plain,clear,train-critical-12,synthetic_team_dataset_v1,train,,,Pending
TR-C-12-2,Please have a person check this message: i swallowed too many tablets and now I feel faint.,Critical,Reported overdose with symptoms is an immediate medical emergency.,medical,formal_context,clear,train-critical-12,synthetic_team_dataset_v1,train,,,Pending
TR-C-12-3,I am contacting the service because i swallowed too many tablets and now I feel faint.,Critical,Reported overdose with symptoms is an immediate medical emergency.,medical,detailed_context,clear,train-critical-12,synthetic_team_dataset_v1,train,,,Pending
TR-C-12-4,pls check this msg: i swallowed too many tablets and now i feel faint,Critical,Reported overdose with symptoms is an immediate medical emergency.,medical,informal_or_typo,clear,train-critical-12,synthetic_team_dataset_v1,train,,,Pending
TR-C-13-1,Floodwater is rising around the electrical sockets while we are inside.,Critical,Rising water near live electricity creates immediate danger.,weather,plain,clear,train-critical-13,synthetic_team_dataset_v1,train,,,Pending
TR-C-13-2,Please have a person check this message: floodwater is rising around the electrical sockets while we are inside.,Critical,Rising water near live electricity creates immediate danger.,weather,formal_context,clear,train-critical-13,synthetic_team_dataset_v1,train,,,Pending
TR-C-13-3,I am contacting the service because floodwater is rising around the electrical sockets while we are inside.,Critical,Rising water near live electricity creates immediate danger.,weather,detailed_context,clear,train-critical-13,synthetic_team_dataset_v1,train,,,Pending
TR-C-13-4,pls check this msg: floodwaters rising around the electrical sockets while we are inside,Critical,Rising water near live electricity creates immediate danger.,weather,informal_or_typo,clear,train-critical-13,synthetic_team_dataset_v1,train,,,Pending
TR-C-14-1,There is a fire beside the fuel storage area and the flames are spreading.,Critical,Fire spreading toward fuel presents immediate risk of explosion and injury.,fire,plain,clear,train-critical-14,synthetic_team_dataset_v1,train,,,Pending
TR-C-14-2,Please have a person check this message: there is a fire beside the fuel storage area and the flames are spreading.,Critical,Fire spreading toward fuel presents immediate risk of explosion and injury.,fire,formal_context,clear,train-critical-14,synthetic_team_dataset_v1,train,,,Pending
TR-C-14-3,I am contacting the service because there is a fire beside the fuel storage area and the flames are spreading.,Critical,Fire spreading toward fuel presents immediate risk of explosion and injury.,fire,detailed_context,clear,train-critical-14,synthetic_team_dataset_v1,train,,,Pending
TR-C-14-4,pls check this msg: theres a fire beside the fuel storage area and the flames are spreading,Critical,Fire spreading toward fuel presents immediate risk of explosion and injury.,fire,informal_or_typo,clear,train-critical-14,synthetic_team_dataset_v1,train,,,Pending
TR-C-15-1,My neighbour is attacking another person on the ground now.,Critical,Physical violence occurring now requires immediate escalation.,violence,plain,clear,train-critical-15,synthetic_team_dataset_v1,train,,,Pending
TR-C-15-2,Please have a person check this message: my neighbour is attacking another person on the ground now.,Critical,Physical violence occurring now requires immediate escalation.,violence,formal_context,clear,train-critical-15,synthetic_team_dataset_v1,train,,,Pending
TR-C-15-3,I am contacting the service because my neighbour is attacking another person on the ground now.,Critical,Physical violence occurring now requires immediate escalation.,violence,detailed_context,clear,train-critical-15,synthetic_team_dataset_v1,train,,,Pending
TR-C-15-4,pls check this msg: my neighbours attacking another person on the ground now,Critical,Physical violence occurring now requires immediate escalation.,violence,informal_or_typo,clear,train-critical-15,synthetic_team_dataset_v1,train,,,Pending
TR-C-16-1,A toddler drank cleaning liquid and has started vomiting.,Critical,Possible poisoning with symptoms is immediately life-threatening.,poisoning,plain,clear,train-critical-16,synthetic_team_dataset_v1,train,,,Pending
TR-C-16-2,Please have a person check this message: a toddler drank cleaning liquid and has started vomiting.,Critical,Possible poisoning with symptoms is immediately life-threatening.,poisoning,formal_context,clear,train-critical-16,synthetic_team_dataset_v1,train,,,Pending
TR-C-16-3,I am contacting the service because a toddler drank cleaning liquid and has started vomiting.,Critical,Possible poisoning with symptoms is immediately life-threatening.,poisoning,detailed_context,clear,train-critical-16,synthetic_team_dataset_v1,train,,,Pending
TR-C-16-4,pls check this msg: a toddler drank cleaning liquid and has started vomiting,Critical,Possible poisoning with symptoms is immediately life-threatening.,poisoning,informal_or_typo,clear,train-critical-16,synthetic_team_dataset_v1,train,,,Pending
TR-C-17-1,The car crashed into the playground fence and a person is trapped.,Critical,A trapped person after a crash needs immediate emergency help.,accident,plain,clear,train-critical-17,synthetic_team_dataset_v1,train,,,Pending
TR-C-17-2,Please have a person check this message: the car crashed into the playground fence and a person is trapped.,Critical,A trapped person after a crash needs immediate emergency help.,accident,formal_context,clear,train-critical-17,synthetic_team_dataset_v1,train,,,Pending
TR-C-17-3,I am contacting the service because the car crashed into the playground fence and a person is trapped.,Critical,A trapped person after a crash needs immediate emergency help.,accident,detailed_context,clear,train-critical-17,synthetic_team_dataset_v1,train,,,Pending
TR-C-17-4,pls check this msg: the car crashed into the playground fence and a persons trapped,Critical,A trapped person after a crash needs immediate emergency help.,accident,informal_or_typo,clear,train-critical-17,synthetic_team_dataset_v1,train,,,Pending
TR-C-18-1,My father is struggling to breathe and his lips look blue.,Critical,Severe breathing difficulty with blue lips signals immediate danger.,medical,plain,clear,train-critical-18,synthetic_team_dataset_v1,train,,,Pending
TR-C-18-2,Please have a person check this message: my father is struggling to breathe and his lips look blue.,Critical,Severe breathing difficulty with blue lips signals immediate danger.,medical,formal_context,clear,train-critical-18,synthetic_team_dataset_v1,train,,,Pending
TR-C-18-3,I am contacting the service because my father is struggling to breathe and his lips look blue.,Critical,Severe breathing difficulty with blue lips signals immediate danger.,medical,detailed_context,clear,train-critical-18,synthetic_team_dataset_v1,train,,,Pending
TR-C-18-4,pls check this msg: my fathers struggling to breathe and his lips look blue,Critical,Severe breathing difficulty with blue lips signals immediate danger.,medical,informal_or_typo,clear,train-critical-18,synthetic_team_dataset_v1,train,,,Pending
TR-C-19-1,A live wire is lying across the school entrance with children nearby.,Critical,Exposed live electricity near children is an immediate hazard.,electrical,plain,clear,train-critical-19,synthetic_team_dataset_v1,train,,,Pending
TR-C-19-2,Please have a person check this message: a live wire is lying across the school entrance with children nearby.,Critical,Exposed live electricity near children is an immediate hazard.,electrical,formal_context,clear,train-critical-19,synthetic_team_dataset_v1,train,,,Pending
TR-C-19-3,I am contacting the service because a live wire is lying across the school entrance with children nearby.,Critical,Exposed live electricity near children is an immediate hazard.,electrical,detailed_context,clear,train-critical-19,synthetic_team_dataset_v1,train,,,Pending
TR-C-19-4,pls check this msg: a live wires lying across the school entrance with children nearby,Critical,Exposed live electricity near children is an immediate hazard.,electrical,informal_or_typo,clear,train-critical-19,synthetic_team_dataset_v1,train,,,Pending
TR-C-20-1,He says he has a gun and is coming to this office now.,Critical,Specific weapon threat with immediate intent requires emergency escalation.,violence,plain,clear,train-critical-20,synthetic_team_dataset_v1,train,,,Pending
TR-C-20-2,Please have a person check this message: he says he has a gun and is coming to this office now.,Critical,Specific weapon threat with immediate intent requires emergency escalation.,violence,formal_context,clear,train-critical-20,synthetic_team_dataset_v1,train,,,Pending
TR-C-20-3,I am contacting the service because he says he has a gun and is coming to this office now.,Critical,Specific weapon threat with immediate intent requires emergency escalation.,violence,detailed_context,clear,train-critical-20,synthetic_team_dataset_v1,train,,,Pending
TR-C-20-4,pls check this msg: he says he has a gun ands coming to this office now,Critical,Specific weapon threat with immediate intent requires emergency escalation.,violence,informal_or_typo,clear,train-critical-20,synthetic_team_dataset_v1,train,,,Pending
TR-C-21-1,The boat has overturned and three people are in the water without life jackets.,Critical,People in open water without flotation face immediate threat to life.,water_safety,plain,clear,train-critical-21,synthetic_team_dataset_v1,train,,,Pending
TR-C-21-2,Please have a person check this message: the boat has overturned and three people are in the water without life jackets.,Critical,People in open water without flotation face immediate threat to life.,water_safety,formal_context,clear,train-critical-21,synthetic_team_dataset_v1,train,,,Pending
TR-C-21-3,I am contacting the service because the boat has overturned and three people are in the water without life jackets.,Critical,People in open water without flotation face immediate threat to life.,water_safety,detailed_context,clear,train-critical-21,synthetic_team_dataset_v1,train,,,Pending
TR-C-21-4,pls check this msg: the boat has overturned and three people are in the water without life jackets,Critical,People in open water without flotation face immediate threat to life.,water_safety,informal_or_typo,clear,train-critical-21,synthetic_team_dataset_v1,train,,,Pending
TR-C-22-1,My sister is having a seizure that has continued for several minutes.,Critical,A prolonged seizure requires immediate emergency attention.,medical,plain,clear,train-critical-22,synthetic_team_dataset_v1,train,,,Pending
TR-C-22-2,Please have a person check this message: my sister is having a seizure that has continued for several minutes.,Critical,A prolonged seizure requires immediate emergency attention.,medical,formal_context,clear,train-critical-22,synthetic_team_dataset_v1,train,,,Pending
TR-C-22-3,I am contacting the service because my sister is having a seizure that has continued for several minutes.,Critical,A prolonged seizure requires immediate emergency attention.,medical,detailed_context,clear,train-critical-22,synthetic_team_dataset_v1,train,,,Pending
TR-C-22-4,pls check this msg: my sisters having a seizure that has continued for several minutes,Critical,A prolonged seizure requires immediate emergency attention.,medical,informal_or_typo,clear,train-critical-22,synthetic_team_dataset_v1,train,,,Pending
TR-C-23-1,We are trapped in the lift and one passenger is unconscious.,Critical,An unconscious person in a confined space is an immediate emergency.,medical,plain,clear,train-critical-23,synthetic_team_dataset_v1,train,,,Pending
TR-C-23-2,Please have a person check this message: we are trapped in the lift and one passenger is unconscious.,Critical,An unconscious person in a confined space is an immediate emergency.,medical,formal_context,clear,train-critical-23,synthetic_team_dataset_v1,train,,,Pending
TR-C-23-3,I am contacting the service because we are trapped in the lift and one passenger is unconscious.,Critical,An unconscious person in a confined space is an immediate emergency.,medical,detailed_context,clear,train-critical-23,synthetic_team_dataset_v1,train,,,Pending
TR-C-23-4,pls check this msg: we are trapped in the lift and one passengers unconscious,Critical,An unconscious person in a confined space is an immediate emergency.,medical,informal_or_typo,clear,train-critical-23,synthetic_team_dataset_v1,train,,,Pending
TR-C-24-1,The retaining wall is collapsing toward the occupied house.,Critical,Active structural collapse toward an occupied home creates immediate danger.,housing,plain,clear,train-critical-24,synthetic_team_dataset_v1,train,,,Pending
TR-C-24-2,Please have a person check this message: the retaining wall is collapsing toward the occupied house.,Critical,Active structural collapse toward an occupied home creates immediate danger.,housing,formal_context,clear,train-critical-24,synthetic_team_dataset_v1,train,,,Pending
TR-C-24-3,I am contacting the service because the retaining wall is collapsing toward the occupied house.,Critical,Active structural collapse toward an occupied home creates immediate danger.,housing,detailed_context,clear,train-critical-24,synthetic_team_dataset_v1,train,,,Pending
TR-C-24-4,pls check this msg: the retaining walls collapsing toward the occupied house,Critical,Active structural collapse toward an occupied home creates immediate danger.,housing,informal_or_typo,clear,train-critical-24,synthetic_team_dataset_v1,train,,,Pending
TR-C-25-1,There is smoke coming from the switchboard and the wall is hot.,Critical,Smoke and heat from electrical equipment indicate immediate fire risk.,electrical,plain,clear,train-critical-25,synthetic_team_dataset_v1,train,,,Pending
TR-C-25-2,Please have a person check this message: there is smoke coming from the switchboard and the wall is hot.,Critical,Smoke and heat from electrical equipment indicate immediate fire risk.,electrical,formal_context,clear,train-critical-25,synthetic_team_dataset_v1,train,,,Pending
TR-C-25-3,I am contacting the service because there is smoke coming from the switchboard and the wall is hot.,Critical,Smoke and heat from electrical equipment indicate immediate fire risk.,electrical,detailed_context,clear,train-critical-25,synthetic_team_dataset_v1,train,,,Pending
TR-C-25-4,pls check this msg: theres smoke coming from the switchboard and the walls hot,Critical,Smoke and heat from electrical equipment indicate immediate fire risk.,electrical,informal_or_typo,clear,train-critical-25,synthetic_team_dataset_v1,train,,,Pending
TR-U-01-1,Our only toilet is blocked and sewage is overflowing onto the floor.,Urgent,Loss of sanitation with sewage contamination needs prompt attention.,sanitation,plain,clear,train-urgent-01,synthetic_team_dataset_v1,train,,,Pending
TR-U-01-2,Please have a person check this message: our only toilet is blocked and sewage is overflowing onto the floor.,Urgent,Loss of sanitation with sewage contamination needs prompt attention.,sanitation,formal_context,clear,train-urgent-01,synthetic_team_dataset_v1,train,,,Pending
TR-U-01-3,I am contacting the service because our only toilet is blocked and sewage is overflowing onto the floor.,Urgent,Loss of sanitation with sewage contamination needs prompt attention.,sanitation,detailed_context,clear,train-urgent-01,synthetic_team_dataset_v1,train,,,Pending
TR-U-01-4,pls check this msg: our only toilets blocked and sewages overflowing onto the floor,Urgent,Loss of sanitation with sewage contamination needs prompt attention.,sanitation,informal_or_typo,clear,train-urgent-01,synthetic_team_dataset_v1,train,,,Pending
TR-U-02-1,We have had no running water for two days and there are young children here.,Urgent,Extended loss of water creates a serious welfare concern.,utilities,plain,clear,train-urgent-02,synthetic_team_dataset_v1,train,,,Pending
TR-U-02-2,Please have a person check this message: we have had no running water for two days and there are young children here.,Urgent,Extended loss of water creates a serious welfare concern.,utilities,formal_context,clear,train-urgent-02,synthetic_team_dataset_v1,train,,,Pending
TR-U-02-3,I am contacting the service because we have had no running water for two days and there are young children here.,Urgent,Extended loss of water creates a serious welfare concern.,utilities,detailed_context,clear,train-urgent-02,synthetic_team_dataset_v1,train,,,Pending
TR-U-02-4,pls check this msg: we have had no running water for two days and there are young children here,Urgent,Extended loss of water creates a serious welfare concern.,utilities,informal_or_typo,clear,train-urgent-02,synthetic_team_dataset_v1,train,,,Pending
TR-U-03-1,The front door lock is broken and the house cannot be secured tonight.,Urgent,Loss of home security creates a serious near-term safety risk.,housing,plain,clear,train-urgent-03,synthetic_team_dataset_v1,train,,,Pending
TR-U-03-2,Please have a person check this message: the front door lock is broken and the house cannot be secured tonight.,Urgent,Loss of home security creates a serious near-term safety risk.,housing,formal_context,clear,train-urgent-03,synthetic_team_dataset_v1,train,,,Pending
TR-U-03-3,I am contacting the service because the front door lock is broken and the house cannot be secured tonight.,Urgent,Loss of home security creates a serious near-term safety risk.,housing,detailed_context,clear,train-urgent-03,synthetic_team_dataset_v1,train,,,Pending
TR-U-03-4,pls check this msg: the front door locks broken and the house cant be secured tonight,Urgent,Loss of home security creates a serious near-term safety risk.,housing,informal_or_typo,clear,train-urgent-03,synthetic_team_dataset_v1,train,,,Pending
TR-U-04-1,My refrigerated medicine is warming because the power has been off since yesterday.,Urgent,Power loss threatens safe medicine storage and needs prompt review.,health,plain,hard,train-urgent-04,synthetic_team_dataset_v1,train,,,Pending
TR-U-04-2,Please have a person check this message: my refrigerated medicine is warming because the power has been off since yesterday.,Urgent,Power loss threatens safe medicine storage and needs prompt review.,health,formal_context,hard,train-urgent-04,synthetic_team_dataset_v1,train,,,Pending
TR-U-04-3,I am contacting the service because my refrigerated medicine is warming because the power has been off since yesterday.,Urgent,Power loss threatens safe medicine storage and needs prompt review.,health,detailed_context,hard,train-urgent-04,synthetic_team_dataset_v1,train,,,Pending
TR-U-04-4,pls check this msg: my refrigerated medicines warming cos the power has been off since yesterday,Urgent,Power loss threatens safe medicine storage and needs prompt review.,health,informal_or_typo,hard,train-urgent-04,synthetic_team_dataset_v1,train,,,Pending
TR-U-05-1,The wheelchair ramp is loose and I cannot leave the house safely.,Urgent,Failed accessibility equipment restricts safe movement.,accessibility,plain,clear,train-urgent-05,synthetic_team_dataset_v1,train,,,Pending
TR-U-05-2,Please have a person check this message: the wheelchair ramp is loose and I cannot leave the house safely.,Urgent,Failed accessibility equipment restricts safe movement.,accessibility,formal_context,clear,train-urgent-05,synthetic_team_dataset_v1,train,,,Pending
TR-U-05-3,I am contacting the service because the wheelchair ramp is loose and I cannot leave the house safely.,Urgent,Failed accessibility equipment restricts safe movement.,accessibility,detailed_context,clear,train-urgent-05,synthetic_team_dataset_v1,train,,,Pending
TR-U-05-4,pls check this msg: the wheelchair ramps loose and i cant leave the house safely,Urgent,Failed accessibility equipment restricts safe movement.,accessibility,informal_or_typo,clear,train-urgent-05,synthetic_team_dataset_v1,train,,,Pending
TR-U-06-1,"The roof is leaking heavily over the bed, but nobody is injured.",Urgent,Active water entry may worsen and make the room unusable.,housing,plain,clear,train-urgent-06,synthetic_team_dataset_v1,train,,,Pending
TR-U-06-2,"Please have a person check this message: the roof is leaking heavily over the bed, but nobody is injured.",Urgent,Active water entry may worsen and make the room unusable.,housing,formal_context,clear,train-urgent-06,synthetic_team_dataset_v1,train,,,Pending
TR-U-06-3,"I am contacting the service because the roof is leaking heavily over the bed, but nobody is injured.",Urgent,Active water entry may worsen and make the room unusable.,housing,detailed_context,clear,train-urgent-06,synthetic_team_dataset_v1,train,,,Pending
TR-U-06-4,"pls check this msg: the roofs leaking heavily over the bed, but nobodys injured",Urgent,Active water entry may worsen and make the room unusable.,housing,informal_or_typo,clear,train-urgent-06,synthetic_team_dataset_v1,train,,,Pending
TR-U-07-1,My support payment did not arrive and I have no food for today.,Urgent,Immediate food insecurity requires prompt human assistance.,welfare,plain,hard,train-urgent-07,synthetic_team_dataset_v1,train,,,Pending
TR-U-07-2,Please have a person check this message: my support payment did not arrive and I have no food for today.,Urgent,Immediate food insecurity requires prompt human assistance.,welfare,formal_context,hard,train-urgent-07,synthetic_team_dataset_v1,train,,,Pending
TR-U-07-3,I am contacting the service because my support payment did not arrive and I have no food for today.,Urgent,Immediate food insecurity requires prompt human assistance.,welfare,detailed_context,hard,train-urgent-07,synthetic_team_dataset_v1,train,,,Pending
TR-U-07-4,pls check this msg: my support payment did not arrive and i have no food for today,Urgent,Immediate food insecurity requires prompt human assistance.,welfare,informal_or_typo,hard,train-urgent-07,synthetic_team_dataset_v1,train,,,Pending
TR-U-08-1,The smoke alarm displays an error and will not work when tested.,Urgent,Failed safety equipment needs prompt repair although no fire is reported.,fire_safety,plain,hard,train-urgent-08,synthetic_team_dataset_v1,train,,,Pending
TR-U-08-2,Please have a person check this message: the smoke alarm displays an error and will not work when tested.,Urgent,Failed safety equipment needs prompt repair although no fire is reported.,fire_safety,formal_context,hard,train-urgent-08,synthetic_team_dataset_v1,train,,,Pending
TR-U-08-3,I am contacting the service because the smoke alarm displays an error and will not work when tested.,Urgent,Failed safety equipment needs prompt repair although no fire is reported.,fire_safety,detailed_context,hard,train-urgent-08,synthetic_team_dataset_v1,train,,,Pending
TR-U-08-4,pls check this msg: the smoke alarm displays an error and will not work when tested,Urgent,Failed safety equipment needs prompt repair although no fire is reported.,fire_safety,informal_or_typo,hard,train-urgent-08,synthetic_team_dataset_v1,train,,,Pending
TR-U-09-1,The bathroom floor is soft and sinking beside the shower.,Urgent,Possible structural failure could cause injury and needs rapid inspection.,housing,plain,hard,train-urgent-09,synthetic_team_dataset_v1,train,,,Pending
TR-U-09-2,Please have a person check this message: the bathroom floor is soft and sinking beside the shower.,Urgent,Possible structural failure could cause injury and needs rapid inspection.,housing,formal_context,hard,train-urgent-09,synthetic_team_dataset_v1,train,,,Pending
TR-U-09-3,I am contacting the service because the bathroom floor is soft and sinking beside the shower.,Urgent,Possible structural failure could cause injury and needs rapid inspection.,housing,detailed_context,hard,train-urgent-09,synthetic_team_dataset_v1,train,,,Pending
